log_id,recorded_at,warehouse,zone,temp_main_C,temp_return_C,humidity_pct,door_open_sec,compressor_hz,defrost_min,power_kw,disposal
CL02506,2026-08-09 01:11,A,냉동3,-17.69,-14.49,84.1,7.0,48.8,0.0,3.782,정상
CL02956,2026-08-21 08:25,A,냉동1,-18.42,-16.19,85.3,32.0,39.2,0.0,2.824,정상
CL03411,2026-09-03 09:02,C,냉동3,-17.25,-14.16,83.4,83.0,47.8,0.0,3.923,정상
CL02733,2026-08-15 08:11,B,냉동3,-18.13,-15.25,90.4,119.0,48.3,0.0,3.661,정상
CL01848,2026-07-22 03:09,B,냉동3,-18.79,-16.34,81.8,46.0,44.2,0.0,3.495,정상
CL02688,2026-08-14 00:18,A,냉동1,-18.41,-16.49,78.9,2.0,45.1,0.0,3.271,정상
CL01112,2026-07-01 10:14,B,냉동1,-16.7,-13.48,84.4,12.0,52.0,0.0,3.755,정상
CL02119,2026-07-29 04:08,A,냉동2,-18.2,-15.45,72.9,1.0,48.7,0.0,4.046,정상
CL00186,2026-06-06 08:09,B,냉동3,-17.5,-14.39,81.8,53.0,57.7,0.0,4.294,정상
CL01326,2026-07-07 07:43,C,냉동2,-18.53,-15.98,88.5,28.0,43.3,19.4,3.491,정상
CL02622,2026-08-12 08:08,A,냉동2,-18.38,-15.42,86.0,30.0,42.6,0.0,3.585,정상
CL02260,2026-08-02 00:14,A,냉동3,-18.11,-14.76,86.0,14.0,45.0,0.0,3.81,정상
CL03133,2026-08-26 12:48,B,냉동1,-17.93,-15.39,84.1,81.0,46.4,0.0,3.352,정상
CL02974,2026-08-21 22:06,B,냉동2,-18.84,-16.17,86.8,9.0,50.1,0.0,3.823,정상
CL02864,2026-08-18 18:58,C,냉동2,-17.44,-14.83,81.6,24.0,50.4,15.0,4.179,정상
CL03170,2026-08-27 11:58,B,냉동2,-17.44,-14.66,84.5,43.0,50.4,12.4,4.41,정상
CL02605,2026-08-11 21:43,C,냉동3,-18.04,-14.87,89.8,9.0,42.1,0.0,3.132,정상
CL03211,2026-08-28 15:06,C,냉동1,-17.52,-15.7,85.8,58.0,56.3,14.5,4.642,정상
CL01689,2026-07-17 16:19,B,냉동1,-15.41,-13.42,85.9,18.0,54.3,0.0,4.223,폐기
CL02754,2026-08-15 21:53,A,냉동3,-18.72,-15.66,84.5,4.0,47.4,0.0,3.481,정상
CL00718,2026-06-20 20:04,C,냉동1,-18.01,-15.82,78.9,9.0,52.7,14.0,4.223,정상
CL00461,2026-06-13 14:26,A,냉동3,-17.03,-14.55,84.2,28.0,57.8,19.1,4.142,정상
CL00734,2026-06-21 05:52,B,냉동1,-18.2,-15.66,87.4,29.0,44.3,0.0,3.433,정상
CL01310,2026-07-06 23:27,A,냉동1,-18.39,-16.56,86.9,12.0,51.6,0.0,3.76,정상
CL01657,2026-07-16 17:43,A,냉동2,-17.69,-14.99,86.8,118.0,46.4,0.0,3.685,폐기
CL00145,2026-06-05 04:47,C,냉동1,-17.65,-14.95,85.1,2.0,44.7,0.0,3.676,정상
CL01492,2026-07-11 20:48,C,냉동1,-18.91,-15.25,85.1,10.0,36.2,0.0,2.909,정상
CL00141,2026-06-05 03:17,C,냉동1,-18.52,-16.11,90.9,22.0,48.1,0.0,3.508,정상
CL03016,2026-08-23 08:24,A,냉동1,-17.29,-13.92,87.4,13.0,43.0,21.7,3.45,정상
CL02738,2026-08-15 12:53,A,냉동1,-18.84,-15.66,89.9,72.0,47.0,0.0,3.984,정상
CL03310,2026-08-31 14:30,B,냉동2,-16.49,-14.68,92.8,364.0,49.1,0.0,3.268,폐기
CL01005,2026-06-28 15:16,C,냉동2,-17.4,-14.83,86.7,89.0,58.4,0.0,4.764,정상
CL02424,2026-08-06 16:33,B,냉동3,-17.68,-15.14,76.1,15.0,49.4,0.0,3.668,정상
CL02777,2026-08-16 11:37,B,냉동1,-17.99,-14.76,87.7,60.0,47.9,0.0,3.734,정상
CL01402,2026-07-09 10:10,C,냉동3,-18.35,-15.63,84.7,62.0,38.1,0.0,2.561,정상
CL02211,2026-07-31 16:53,B,냉동1,-18.1,-15.61,89.6,123.0,43.9,0.0,3.675,정상
CL00364,2026-06-11 02:04,C,냉동1,-17.95,-15.46,84.4,15.0,43.5,0.0,3.342,정상
CL01560,2026-07-13 21:30,C,냉동3,-18.13,-15.01,82.2,6.0,50.7,0.0,3.583,정상
CL02354,2026-08-04 13:43,A,냉동2,-16.99,-13.47,89.0,36.0,54.6,0.0,4.548,정상
CL00579,2026-06-17 01:56,A,냉동2,-19.0,-17.07,84.7,6.0,49.8,0.0,4.129,정상
CL01541,2026-07-13 07:38,A,냉동3,-19.68,-18.01,83.4,15.0,40.8,0.0,3.209,정상
CL01555,2026-07-13 17:53,B,냉동2,-16.9,-14.08,79.4,33.0,60.9,0.0,4.702,폐기
CL02008,2026-07-26 09:56,A,냉동3,-18.36,-15.15,88.1,64.0,49.4,0.0,3.717,정상
CL02547,2026-08-10 04:54,C,냉동2,-17.49,-14.71,88.7,21.0,54.9,0.0,4.634,정상
CL02377,2026-08-05 08:27,C,냉동2,-17.56,-13.91,81.5,23.0,52.2,0.0,4.003,정상
CL02071,2026-07-27 22:40,C,냉동2,-18.8,-15.06,86.4,11.0,42.0,25.1,4.004,정상
CL01191,2026-07-03 06:33,C,냉동2,-17.71,-15.1,79.7,21.0,50.8,0.0,3.863,정상
CL01332,2026-07-07 10:14,A,냉동1,-17.79,-14.91,85.0,26.0,41.5,0.0,3.238,정상
CL01374,2026-07-08 17:18,B,냉동2,-18.09,-15.53,91.1,74.0,55.9,0.0,4.201,정상
CL00097,2026-06-03 15:12,C,냉동2,-18.3,-15.6,87.0,35.0,42.2,0.0,3.416,폐기
CL02746,2026-08-15 17:46,B,냉동2,-16.81,-14.43,88.0,91.0,53.2,0.0,3.421,정상
CL01068,2026-06-30 04:18,B,냉동3,-19.38,-17.37,74.0,16.0,44.1,22.9,4.156,정상
CL01772,2026-07-20 04:24,C,냉동2,-18.31,-15.94,87.4,33.0,47.4,0.0,3.875,정상
CL01474,2026-07-11 06:08,B,냉동3,-18.43,-15.27,80.6,3.0,49.4,0.0,3.835,정상
CL03273,2026-08-30 17:17,C,냉동3,-18.34,-15.65,87.3,53.0,43.2,0.0,3.03,정상
CL02474,2026-08-08 05:55,B,냉동2,-18.86,-16.39,87.5,5.0,46.1,0.0,3.03,정상
CL02096,2026-07-28 13:36,C,냉동3,-18.17,-15.02,81.2,16.0,49.4,21.7,4.13,정상
CL01916,2026-07-24 01:22,C,냉동3,-18.98,-16.64,78.5,4.0,47.3,25.5,3.763,정상
CL03361,2026-09-01 21:31,C,냉동1,-18.49,-15.84,89.5,7.0,42.5,0.0,3.13,정상
CL00542,2026-06-16 01:38,A,냉동2,-17.93,-15.02,89.5,7.0,46.3,0.0,3.288,정상
CL00289,2026-06-09 01:56,B,냉동1,-18.49,-15.81,84.5,12.0,48.8,0.0,3.989,정상
CL01486,2026-07-11 16:05,B,냉동2,-17.31,-14.85,84.3,62.0,54.0,0.0,4.324,정상
CL01478,2026-07-11 09:03,B,냉동1,-17.97,-15.85,88.4,56.0,57.2,0.0,4.634,정상
CL02564,2026-08-10 18:58,A,냉동1,-17.88,-14.9,86.0,82.0,41.9,0.0,3.304,정상
CL01503,2026-07-12 03:50,B,냉동1,-19.27,-16.95,86.1,4.0,49.7,0.0,3.894,정상
CL00532,2026-06-15 18:45,C,냉동1,-18.11,-14.64,84.1,22.0,49.5,0.0,4.264,정상
CL01287,2026-07-06 07:03,A,냉동2,-18.4,-16.26,85.2,22.0,49.6,0.0,3.966,정상
CL00908,2026-06-26 02:30,B,냉동1,-17.87,-15.08,79.7,10.0,45.0,20.5,3.788,정상
CL01650,2026-07-16 11:49,A,냉동3,-17.58,-15.13,79.5,49.0,48.5,0.0,3.646,정상
CL02983,2026-08-22 04:39,A,냉동1,-18.21,-15.97,84.5,4.0,48.0,0.0,3.711,정상
CL00110,2026-06-04 02:52,C,냉동1,-18.55,-15.64,79.2,4.0,44.8,0.0,3.499,정상
CL00357,2026-06-10 22:35,B,냉동2,-18.03,-14.94,83.7,20.0,43.9,0.0,3.583,정상
CL00452,2026-06-13 05:37,A,냉동2,-18.05,-15.43,88.7,4.0,53.8,0.0,4.05,정상
CL02348,2026-08-04 10:33,B,냉동2,-18.93,-16.52,84.3,41.0,40.1,0.0,2.668,정상
CL01684,2026-07-17 13:41,A,냉동2,-17.96,-15.47,88.2,16.0,49.4,0.0,3.786,정상
CL00977,2026-06-27 23:47,A,냉동1,-19.18,-16.75,85.6,21.0,45.7,0.0,3.527,정상
CL03053,2026-08-24 05:22,C,냉동1,-18.96,-17.34,85.0,17.0,34.8,0.0,3.206,정상
CL02238,2026-08-01 15:08,C,냉동2,-17.31,-15.09,87.8,120.0,50.1,21.9,4.239,정상
CL00857,2026-06-24 16:00,C,냉동1,-17.86,-15.29,94.3,85.0,48.6,0.0,3.88,정상
CL01819,2026-07-21 09:24,A,냉동2,-17.91,-15.22,84.5,81.0,52.4,0.0,4.15,정상
CL01662,2026-07-16 20:49,A,냉동2,-16.99,-14.5,88.4,6.0,50.6,0.0,3.571,정상
CL03315,2026-08-31 17:26,A,냉동2,-17.09,-14.1,85.4,21.0,56.7,0.0,3.751,정상
CL00929,2026-06-26 15:07,B,냉동1,-18.37,-15.94,83.5,41.0,33.6,12.9,3.126,정상
CL00712,2026-06-20 16:04,B,냉동1,-17.93,-15.2,85.8,34.0,52.9,0.0,4.41,정상
CL02147,2026-07-29 23:43,B,냉동2,-18.67,-15.71,80.7,21.0,54.0,0.0,3.418,정상
CL01935,2026-07-24 12:28,B,냉동3,-17.81,-14.73,80.7,46.0,43.4,0.0,3.603,정상
CL02250,2026-08-01 21:03,A,냉동3,-16.53,-12.96,85.5,10.0,51.2,0.0,3.931,정상
CL01251,2026-07-05 00:36,C,냉동2,-18.64,-15.66,85.7,1.0,53.6,0.0,3.841,정상
CL02580,2026-08-11 05:59,B,냉동2,-17.87,-15.98,79.7,25.0,43.4,0.0,,정상
CL02093,2026-07-28 10:23,B,냉동2,-17.82,-15.56,84.7,53.0,52.3,0.0,3.951,정상
CL03146,2026-08-26 22:30,B,냉동2,-18.89,-15.89,81.7,14.0,45.4,0.0,3.542,정상
CL02886,2026-08-19 10:15,B,냉동3,-18.07,-15.1,93.6,29.0,49.3,0.0,4.093,정상
CL02708,2026-08-14 14:16,C,냉동1,-18.61,-16.56,86.1,29.0,51.9,0.0,3.944,정상
CL00937,2026-06-26 21:07,A,냉동1,-18.69,-15.85,83.8,15.0,38.8,0.0,3.408,정상
CL02148,2026-07-29 23:58,B,냉동1,-17.24,-16.35,85.8,334.0,39.4,0.0,3.011,정상
CL03383,2026-09-02 11:51,B,냉동1,-16.19,-13.36,91.7,106.0,58.8,0.0,4.355,정상
CL00668,2026-06-19 11:06,A,냉동2,-18.04,-14.98,81.4,91.0,47.6,0.0,3.392,정상
CL00817,2026-06-23 14:20,A,냉동2,-17.94,-15.25,88.2,112.0,45.8,18.8,4.123,정상
CL02280,2026-08-02 10:09,A,냉동1,-17.39,-15.26,84.0,5.0,50.7,0.0,3.542,정상
CL00479,2026-06-14 05:14,A,냉동3,-18.9,-15.76,86.7,6.0,47.9,0.0,3.954,정상
CL02048,2026-07-27 06:32,A,냉동2,-17.74,-15.02,85.3,24.0,47.2,0.0,3.714,정상
CL02126,2026-07-29 10:08,C,냉동3,-17.19,-14.24,84.8,11.0,52.4,0.0,3.795,정상
CL02356,2026-08-04 14:58,B,냉동3,-17.23,-14.83,85.4,55.0,50.0,0.0,4.274,정상
CL02695,2026-08-14 06:00,C,냉동3,-18.36,-15.24,82.7,17.0,48.4,0.0,3.358,정상
CL01239,2026-07-04 15:12,B,냉동2,-16.59,-14.13,88.8,31.0,55.1,0.0,4.766,폐기
CL02883,2026-08-19 08:21,B,냉동2,-17.11,-13.69,80.4,61.0,49.5,0.0,3.536,정상
CL00495,2026-06-14 18:57,B,냉동3,-18.22,-15.1,89.3,46.0,45.7,0.0,3.485,정상
CL02834,2026-08-18 00:38,B,냉동2,-17.76,-15.57,81.9,14.0,52.7,0.0,3.907,정상
CL00179,2026-06-06 03:38,B,냉동1,-17.83,-15.45,78.3,8.0,47.4,0.0,3.702,정상
CL03194,2026-08-28 06:42,C,냉동1,-18.12,-15.36,86.1,4.0,43.6,0.0,3.359,정상
CL01074,2026-06-30 09:22,C,냉동1,-18.51,-15.8,81.0,49.0,39.0,0.0,2.913,정상
CL02922,2026-08-20 11:32,C,냉동1,-17.87,-15.21,85.1,45.0,44.1,0.0,3.372,정상
CL00633,2026-06-18 10:34,C,냉동1,-16.91,-13.68,88.9,58.0,55.8,0.0,3.613,정상
CL03040,2026-08-23 21:24,B,냉동1,-18.05,-15.04,93.8,35.0,37.7,0.0,2.83,정상
CL01726,2026-07-18 16:09,B,냉동1,-15.97,-13.36,88.0,97.0,59.8,0.0,4.607,정상
CL00919,2026-06-26 06:48,B,냉동1,-18.4,-15.64,83.1,5.0,45.3,0.0,3.64,정상
CL00739,2026-06-21 09:11,B,냉동2,-16.8,-13.53,81.2,53.0,46.5,0.0,3.037,정상
CL01446,2026-07-10 13:02,A,냉동1,-18.13,-13.97,85.7,111.0,45.2,22.0,3.799,정상
CL00334,2026-06-10 08:40,C,냉동3,-18.04,-15.44,87.8,44.0,53.0,0.0,4.441,정상
CL02477,2026-08-08 06:40,B,냉동1,-19.04,-15.69,81.3,44.0,31.1,24.3,2.924,정상
CL00805,2026-06-23 06:17,A,냉동1,-17.59,-14.74,83.1,27.0,46.1,24.0,3.594,정상
CL01815,2026-07-21 06:03,C,냉동1,-18.27,-16.61,82.4,4.0,48.5,0.0,3.669,정상
CL03145,2026-08-26 21:14,A,냉동1,-18.67,-15.75,87.2,6.0,37.6,0.0,2.614,정상
CL03162,2026-08-27 05:49,B,냉동1,-18.44,-16.02,87.2,2.0,48.8,13.3,4.472,정상
CL02630,2026-08-12 12:22,A,냉동3,-17.84,-14.69,82.3,81.0,45.0,0.0,3.153,정상
CL02880,2026-08-19 05:42,C,냉동3,-17.61,-14.35,89.6,7.0,49.5,0.0,3.69,정상
CL00078,2026-06-03 03:40,A,냉동1,-18.11,-15.27,82.2,7.0,40.6,0.0,3.304,정상
CL00276,2026-06-08 20:11,C,냉동1,-17.67,-14.38,85.2,20.0,45.8,0.0,3.653,정상
CL01413,2026-07-09 18:39,B,냉동1,-18.52,-16.44,84.3,41.0,44.3,0.0,3.777,폐기
CL02276,2026-08-02 09:00,A,냉동1,-17.15,-14.34,94.9,103.0,51.2,0.0,4.079,정상
CL00753,2026-06-21 18:56,C,냉동1,-18.02,-15.57,82.9,139.0,44.2,0.0,3.251,정상
CL00732,2026-06-21 04:35,A,냉동1,-18.86,-16.32,85.1,2.0,47.9,18.1,4.444,정상
CL00997,2026-06-28 12:12,A,냉동2,-17.22,-14.47,89.3,72.0,51.1,24.6,4.275,정상
CL01712,2026-07-18 05:48,A,냉동2,-19.16,-16.45,88.6,15.0,43.5,0.0,3.377,정상
CL03255,2026-08-30 05:36,A,냉동2,-18.05,-15.53,90.5,6.0,44.5,0.0,3.517,정상
CL00423,2026-06-12 10:40,A,냉동2,-18.31,-15.45,86.0,38.0,44.1,0.0,3.347,정상
CL01856,2026-07-22 10:01,A,냉동1,-17.37,-15.03,92.7,65.0,50.9,13.4,4.312,정상
CL03308,2026-08-31 13:39,C,냉동2,-17.63,-14.74,89.6,183.0,40.8,0.0,2.824,정상
CL02484,2026-08-08 11:19,B,냉동3,-17.19,-14.83,80.2,2.0,52.8,0.0,4.247,정상
CL02094,2026-07-28 11:48,B,냉동3,-18.23,-15.08,81.6,35.0,48.6,0.0,3.737,정상
CL02994,2026-08-22 15:32,A,냉동1,-17.87,-15.12,86.5,84.0,41.9,0.0,3.247,정상
CL02314,2026-08-03 11:21,A,냉동3,-16.68,-13.25,80.3,96.0,51.6,0.0,3.881,폐기
CL01134,2026-07-02 01:00,C,냉동3,-18.45,-15.9,86.2,8.0,41.4,0.0,3.081,정상
CL01979,2026-07-25 16:32,A,냉동1,-18.76,-15.25,82.3,43.0,46.8,0.0,3.379,정상
CL02440,2026-08-07 05:15,C,냉동1,-17.81,-14.91,87.9,11.0,44.0,0.0,3.582,정상
CL01901,2026-07-23 14:41,A,냉동1,-17.39,-14.75,86.7,163.0,56.3,0.0,4.347,정상
CL01955,2026-07-24 22:36,A,냉동2,-17.57,-15.26,77.4,20.0,49.8,17.6,4.186,정상
CL01753,2026-07-19 13:37,C,냉동1,-17.37,-15.14,95.7,37.0,48.2,0.0,3.573,정상
CL00297,2026-06-09 06:20,A,냉동3,-17.41,-14.66,78.8,20.0,55.9,0.0,4.362,정상
CL00786,2026-06-22 16:08,B,냉동2,-17.52,-14.73,81.7,157.0,47.5,17.0,4.223,정상
CL00523,2026-06-15 13:29,A,냉동2,-17.28,-14.42,88.5,40.0,50.0,0.0,3.644,정상
CL00839,2026-06-24 03:41,C,냉동1,-19.74,-16.33,73.2,23.0,35.7,0.0,2.964,정상
CL00338,2026-06-10 11:52,B,냉동2,-17.92,-14.09,83.3,113.0,47.6,0.0,3.735,정상
CL02776,2026-08-16 11:02,B,냉동1,-18.39,-15.94,89.3,50.0,45.8,0.0,3.853,정상
CL01448,2026-07-10 14:32,C,냉동2,-17.57,-14.52,91.2,143.0,50.4,0.0,4.051,정상
CL02467,2026-08-08 01:12,C,냉동1,-18.32,-15.84,91.5,4.0,39.8,0.0,2.823,정상
CL00274,2026-06-08 19:01,B,냉동2,-17.92,-14.83,77.0,93.0,50.4,0.0,4.174,정상
CL02415,2026-08-06 11:01,B,냉동1,-17.04,-14.24,90.6,64.0,57.8,0.0,4.224,정상
CL00879,2026-06-25 09:13,A,냉동2,-17.38,-14.55,79.5,47.0,44.5,0.0,3.266,정상
CL02912,2026-08-20 04:57,B,냉동2,-17.66,-15.47,83.2,16.0,46.9,0.0,3.594,정상
CL00975,2026-06-27 22:55,B,냉동1,-19.44,-16.52,81.6,11.0,43.6,0.0,3.2,정상
CL02604,2026-08-11 21:37,B,냉동1,-17.58,-15.02,84.1,4.0,46.4,0.0,3.348,정상
CL00546,2026-06-16 06:57,A,냉동3,-17.48,-15.44,77.6,25.0,51.7,0.0,4.156,정상
CL02525,2026-08-09 14:01,A,냉동1,-18.69,-15.67,77.5,116.0,50.0,0.0,3.352,정상
CL01415,2026-07-09 19:39,B,냉동1,-18.53,-16.36,84.7,90.0,43.0,0.0,3.597,정상
CL02761,2026-08-16 04:08,B,냉동3,-18.84,-15.93,81.6,6.0,47.5,0.0,3.938,정상
CL00440,2026-06-12 23:50,A,냉동3,-17.56,-14.94,80.4,10.0,45.3,0.0,3.762,정상
CL01858,2026-07-22 10:21,B,냉동3,-17.32,-14.31,85.5,47.0,49.3,0.0,4.13,정상
CL01103,2026-07-01 02:18,B,냉동2,-18.25,-15.34,85.5,6.0,45.3,0.0,3.325,정상
CL00059,2026-06-02 14:02,A,냉동1,-17.83,-15.31,84.0,24.0,51.5,0.0,3.925,정상
CL01439,2026-07-10 09:58,A,냉동1,-17.75,-14.68,82.9,50.0,58.3,0.0,4.433,정상
CL02198,2026-07-31 10:28,B,냉동2,-17.86,-15.82,86.1,18.0,46.0,0.0,3.68,정상
CL01549,2026-07-13 13:29,B,냉동3,-18.72,-15.96,91.9,85.0,47.0,0.0,3.467,정상
CL00431,2026-06-12 16:50,A,냉동2,-18.36,-15.56,83.3,66.0,41.1,0.0,3.222,정상
CL02210,2026-07-31 16:50,B,냉동2,-16.34,-14.9,91.5,341.0,59.8,0.0,5.245,정상
CL01711,2026-07-18 05:35,A,냉동1,-17.9,-14.48,80.6,23.0,48.6,0.0,3.767,정상
CL02186,2026-07-31 01:09,C,냉동1,-18.45,-14.95,85.4,4.0,41.8,0.0,3.024,정상
CL00127,2026-06-04 15:20,A,냉동1,-18.33,-16.04,85.4,24.0,53.9,0.0,3.839,정상
CL01261,2026-07-05 08:40,A,냉동3,-18.84,-15.71,83.5,28.0,41.1,0.0,3.549,정상
CL01397,2026-07-09 07:30,A,냉동3,-18.24,-15.29,83.7,9.0,49.6,0.0,3.258,정상
CL01658,2026-07-16 18:06,A,냉동2,-17.05,-14.47,80.1,59.0,54.1,0.0,4.121,정상
CL00576,2026-06-17 00:54,B,냉동3,-18.77,-15.4,81.0,25.0,45.1,18.0,3.675,정상
CL02544,2026-08-10 02:53,C,냉동1,-17.96,-15.31,84.3,13.0,48.9,0.0,3.866,정상
CL01700,2026-07-17 23:50,B,냉동1,-16.88,-14.63,84.3,12.0,48.1,0.0,3.458,정상
CL00900,2026-06-25 22:18,A,냉동1,-18.56,-15.84,81.8,7.0,39.6,0.0,2.815,정상
CL01420,2026-07-09 21:34,C,냉동2,-19.31,-17.3,,83.0,29.1,0.0,2.212,정상
CL03008,2026-08-22 23:56,C,냉동3,-18.88,-15.86,82.8,10.0,44.0,0.0,3.297,정상
CL02591,2026-08-11 10:23,C,냉동1,-19.34,-16.04,85.2,35.0,36.1,0.0,2.823,정상
CL00321,2026-06-10 00:44,B,냉동3,-19.21,-16.91,77.9,5.0,40.3,0.0,3.241,정상
CL00467,2026-06-13 18:25,C,냉동1,-18.18,-15.66,94.1,11.0,49.2,0.0,3.552,정상
CL00003,2026-06-01 02:25,C,냉동2,-18.87,-15.8,79.3,49.0,50.8,0.0,4.011,정상
CL02174,2026-07-30 20:02,A,냉동2,-18.55,-15.76,84.1,2.0,41.6,0.0,3.346,정상
CL03028,2026-08-23 15:05,B,냉동3,-18.26,-15.31,83.1,55.0,41.1,0.0,3.404,정상
CL03236,2026-08-29 17:09,A,냉동1,-17.46,-15.21,84.7,38.0,46.9,0.0,4.294,정상
CL00365,2026-06-11 02:45,A,냉동1,-17.08,-14.44,82.9,18.0,50.2,0.0,3.755,정상
CL03127,2026-08-26 08:36,C,냉동3,-18.58,-16.41,89.3,53.0,38.9,0.0,3.042,정상
CL03041,2026-08-23 21:53,A,냉동1,-18.44,-16.18,85.1,20.0,48.6,0.0,3.71,정상
CL02891,2026-08-19 15:17,C,냉동2,-18.66,-16.44,82.6,35.0,50.7,0.0,4.194,정상
CL01518,2026-07-12 14:07,C,냉동3,-17.83,-14.8,84.3,62.0,51.4,0.0,3.431,정상
CL00359,2026-06-10 23:30,A,냉동3,-18.93,-16.91,82.5,19.0,39.6,0.0,2.874,정상
CL00154,2026-06-05 11:41,B,냉동1,-17.34,-15.36,81.1,48.0,46.9,0.0,3.649,정상
CL00831,2026-06-23 23:03,B,냉동1,-17.95,-15.63,89.2,12.0,51.9,0.0,3.921,정상
CL01155,2026-07-02 13:50,A,냉동1,-18.1,-15.51,92.8,50.0,50.4,0.0,4.081,정상
CL00506,2026-06-15 03:02,B,냉동1,-17.71,-14.93,81.2,9.0,47.4,0.0,3.669,정상
CL00094,2026-06-03 12:48,B,냉동2,-17.59,-14.55,88.3,79.0,51.6,14.4,4.6,정상
CL02879,2026-08-19 05:00,C,냉동1,-18.26,-15.41,80.1,29.0,41.6,11.4,3.347,정상
CL01766,2026-07-20 01:06,C,냉동2,-17.75,-15.12,88.8,29.0,50.1,0.0,3.518,정상
CL00690,2026-06-19 22:48,C,냉동3,-18.38,-16.22,78.7,25.0,42.2,0.0,3.133,정상
CL00821,2026-06-23 17:30,A,냉동2,-17.38,-14.98,83.7,27.0,54.4,0.0,3.953,정상
CL00115,2026-06-04 05:32,A,냉동2,-18.66,-16.64,82.9,1.0,49.2,0.0,3.667,정상
CL00272,2026-06-08 17:16,B,냉동3,-17.17,-14.53,93.1,117.0,50.3,0.0,3.525,정상
CL02855,2026-08-18 14:28,B,냉동2,-18.7,-16.03,86.3,16.0,45.7,12.9,3.854,정상
CL02990,2026-08-22 11:21,B,냉동3,-18.4,-15.69,86.0,36.0,41.4,0.0,3.014,정상
CL01321,2026-07-07 04:04,B,냉동2,-17.5,-15.06,76.5,4.0,51.5,0.0,3.81,정상
CL01036,2026-06-29 09:07,B,냉동2,-17.46,-14.09,88.8,39.0,47.2,0.0,3.372,정상
CL00407,2026-06-12 02:03,A,냉동2,-18.44,-15.52,76.2,32.0,38.8,0.0,3.164,정상
CL01719,2026-07-18 10:30,A,냉동2,-18.33,-16.05,81.0,44.0,38.5,0.0,2.648,정상
CL00247,2026-06-08 05:23,A,냉동1,-17.85,-14.34,85.1,1.0,47.7,24.0,4.407,정상
CL00214,2026-06-07 02:39,A,냉동3,-18.27,-15.6,84.9,38.0,42.0,0.0,3.365,정상
CL03179,2026-08-27 20:03,B,냉동3,-19.18,-16.56,79.2,24.0,39.5,0.0,2.843,정상
CL02662,2026-08-13 09:24,A,냉동1,-18.35,-15.91,82.8,12.0,36.4,14.0,2.955,정상
CL00035,2026-06-01 21:26,B,냉동3,-18.19,-15.77,82.7,27.0,43.4,0.0,3.121,정상
CL00563,2026-06-16 16:59,A,냉동2,-18.15,-15.36,84.4,47.0,48.8,0.0,3.514,정상
CL03149,2026-08-26 23:20,C,냉동2,-19.87,-17.72,87.3,4.0,29.4,0.0,2.378,정상
CL01835,2026-07-21 18:31,C,냉동1,-18.87,-15.32,92.6,71.0,39.9,0.0,2.966,정상
CL03207,2026-08-28 13:01,A,냉동3,-18.38,-16.38,87.1,69.0,43.1,0.0,3.071,정상
CL02215,2026-07-31 20:33,B,냉동2,-19.02,-16.57,83.2,7.0,39.9,0.0,3.226,정상
CL02411,2026-08-06 09:30,A,냉동2,-17.61,-14.17,88.0,103.0,46.3,20.3,3.862,정상
CL02187,2026-07-31 02:02,C,냉동1,-18.95,-16.32,82.3,6.0,37.7,0.0,2.275,정상
CL00233,2026-06-07 16:21,B,냉동3,-17.93,-15.21,87.5,42.0,47.1,0.0,3.342,정상
CL01565,2026-07-13 23:21,C,냉동1,-17.92,-15.29,85.2,17.0,53.2,0.0,4.082,정상
CL02030,2026-07-26 17:57,B,냉동2,-18.21,-15.78,78.2,63.0,49.5,0.0,4.394,정상
CL01643,2026-07-16 06:18,A,냉동2,-18.46,-16.04,84.4,6.0,48.6,0.0,3.702,정상
CL00188,2026-06-06 08:59,C,냉동1,-18.88,-16.27,85.9,106.0,44.3,0.0,3.54,정상
CL00860,2026-06-24 19:30,B,냉동1,-17.67,-14.92,80.6,14.0,55.0,0.0,4.569,정상
CL00836,2026-06-24 02:20,A,냉동2,-17.71,-15.26,90.8,1.0,58.6,0.0,5.294,정상
CL02410,2026-08-06 09:07,C,냉동1,-17.4,-14.6,87.1,50.0,51.2,0.0,3.813,정상
CL01051,2026-06-29 20:25,C,냉동3,-17.85,-15.3,78.8,1.0,53.4,0.0,3.882,정상
CL00139,2026-06-05 02:35,C,냉동2,-18.54,-15.68,92.4,2.0,43.2,0.0,3.269,정상
CL00609,2026-06-17 20:46,A,냉동1,-18.74,-15.67,87.0,8.0,45.2,0.0,3.443,정상
CL02953,2026-08-21 05:38,C,냉동2,-18.26,-15.0,87.1,8.0,51.2,0.0,3.572,정상
CL01309,2026-07-06 22:54,B,냉동2,-18.41,-15.81,84.4,24.0,44.6,0.0,3.6,정상
CL03366,2026-09-02 01:28,A,냉동1,-17.86,-14.83,78.6,18.0,48.4,0.0,3.419,정상
CL01735,2026-07-18 21:18,A,냉동1,-18.19,-15.99,88.8,6.0,50.7,0.0,4.277,정상
CL03094,2026-08-25 09:03,A,냉동1,-16.69,-13.94,89.4,86.0,59.3,0.0,4.45,정상
CL03033,2026-08-23 17:11,B,냉동1,-17.86,-14.28,90.8,163.0,45.8,0.0,3.516,정상
CL02992,2026-08-22 14:07,B,냉동2,-17.47,-14.06,87.4,33.0,49.0,0.0,3.866,정상
CL01552,2026-07-13 16:09,A,냉동1,-18.21,-14.39,82.6,82.0,50.5,0.0,4.429,정상
