lot_id,produced_at,plant_code,line_id,shift,product,fill_error,cap_torque,seal_temp,line_speed,ambient_temp,ambient_humidity,result
L00228,2026-04-05 11:21,P-SEOUL-01,F-1,주간,500mL,-0.72,2.27,180.7,374,22.7,42.2,합격
L00229,2026-04-05 12:15,P-SEOUL-01,F-3,주간,500mL,-1.31,2.25,178.5,400,24.9,57.4,합격
L00230,2026-04-05 12:19,P-SEOUL-01,F-2,주간,500mL,0.15,2.23,178.7,391,20.6,56.6,합격
L00231,2026-04-05 12:30,P-SEOUL-01,F-2,주간,500mL,-0.54,2.18,183.1,382,21.3,58.7,합격
L00232,2026-04-05 13:40,P-SEOUL-01,F-1,주간,500mL,-0.24,2.12,178.3,391,21.9,55.9,합격
L00233,2026-04-05 13:47,P-SEOUL-01,F-3,주간,1L,0.89,2.11,181.6,409,20.7,48.7,합격
L00234,2026-04-05 14:08,P-SEOUL-01,F-1,오후,1L,0.25,2.16,183.2,406,23.9,48.7,합격
L00235,2026-04-05 15:19,P-SEOUL-01,F-3,오후,500mL,-0.43,2.1,179.6,401,26.1,49.3,합격
L00236,2026-04-05 16:07,P-SEOUL-01,F-1,오후,500mL,0.15,2.09,175.7,408,27.2,66.9,합격
L00237,2026-04-05 16:24,P-SEOUL-01,F-1,오후,2L,-1.24,1.95,177.0,390,19.4,56.2,합격
L00238,2026-04-05 16:55,P-SEOUL-01,F-2,오후,2L,-0.63,1.9,178.0,400,22.8,51.0,합격
L00239,2026-04-05 18:38,P-SEOUL-01,F-1,오후,500mL,1.08,2.31,182.6,402,25.5,46.4,합격
L00240,2026-04-05 18:44,P-SEOUL-01,F-1,오후,500mL,-1.8,1.92,180.6,410,21.7,53.9,합격
L00241,2026-04-05 18:52,P-SEOUL-01,F-3,오후,2L,-0.37,1.99,179.4,398,22.5,41.3,합격
L00242,2026-04-05 18:54,P-SEOUL-01,F-1,오후,1L,-0.62,2.23,179.5,413,27.0,64.6,합격
L00243,2026-04-05 19:40,P-SEOUL-01,F-3,오후,1L,-0.2,1.95,179.0,384,21.6,54.6,합격
L00244,2026-04-05 19:43,P-SEOUL-01,F-2,오후,500mL,-0.49,2.1,178.7,397,20.2,57.7,합격
L00245,2026-04-05 19:47,P-SEOUL-01,F-2,오후,500mL,0.82,2.09,179.7,393,19.3,42.5,합격
L00246,2026-04-05 20:32,P-SEOUL-01,F-2,오후,1L,-0.68,2.09,184.2,404,16.7,47.8,합격
L00247,2026-04-05 21:59,P-SEOUL-01,F-2,오후,500mL,0.27,2.06,178.4,398,20.0,46.9,합격
L00248,2026-04-05 23:12,P-SEOUL-01,F-1,야간,500mL,-0.76,2.0,177.1,408,28.7,47.5,합격
L00249,2026-04-05 23:22,P-SEOUL-01,F-2,야간,500mL,-0.51,1.99,180.7,400,20.6,58.2,합격
L00250,2026-04-05 23:28,P-SEOUL-01,F-1,야간,1L,0.57,2.14,182.1,374,23.9,42.5,합격
L00251,2026-04-05 23:32,P-SEOUL-01,F-2,야간,500mL,-4.44,2.19,180.4,398,22.4,46.2,재검
L00252,2026-04-05 23:41,P-SEOUL-01,F-3,야간,1L,-1.08,1.93,178.6,415,24.6,51.8,합격
L00253,2026-04-06 00:58,P-SEOUL-01,F-3,야간,1L,-1.21,1.89,180.8,392,22.7,40.5,합격
L00254,2026-04-06 01:41,P-SEOUL-01,F-3,야간,500mL,1.98,2.09,180.5,407,29.3,55.4,합격
L00255,2026-04-06 01:42,P-SEOUL-01,F-2,야간,1L,-0.56,2.05,179.6,395,24.5,56.0,합격
L00256,2026-04-06 02:04,P-SEOUL-01,F-1,야간,500mL,0.39,2.12,179.5,399,27.0,60.0,합격
L00257,2026-04-06 02:46,P-SEOUL-01,F-1,야간,2L,-0.64,1.97,179.6,387,24.0,54.3,합격
L00258,2026-04-06 03:13,P-SEOUL-01,F-1,야간,2L,0.32,1.95,180.8,392,25.3,56.2,합격
L00259,2026-04-06 03:21,P-SEOUL-01,F-1,야간,1L,-0.43,2.22,182.6,420,27.6,55.1,합격
L00260,2026-04-06 03:37,P-SEOUL-01,F-1,야간,500mL,-0.18,2.1,177.2,398,23.6,54.2,합격
L00261,2026-04-06 03:38,P-SEOUL-01,F-3,야간,500mL,0.55,1.34,179.6,395,25.1,,재검
L00262,2026-04-06 04:01,P-SEOUL-01,F-2,야간,500mL,-0.27,2.21,180.6,403,23.0,60.3,합격
L00263,2026-04-06 04:15,P-SEOUL-01,F-1,야간,2L,-1.47,2.05,181.0,387,18.9,48.8,합격
L00264,2026-04-06 04:31,P-SEOUL-01,F-2,야간,2L,0.64,1.86,179.5,391,19.0,,합격
L00265,2026-04-06 05:07,P-SEOUL-01,F-3,야간,1L,0.32,2.11,180.0,396,27.6,56.8,합격
L00266,2026-04-06 05:37,P-SEOUL-01,F-3,야간,1L,0.78,2.05,175.8,400,17.4,43.2,합격
L00267,2026-04-06 05:46,P-SEOUL-01,F-1,야간,500mL,1.09,1.97,177.5,360,22.6,49.4,합격
L00268,2026-04-06 06:00,P-SEOUL-01,F-1,주간,1L,1.01,2.21,178.8,421,24.5,56.1,합격
L00269,2026-04-06 07:03,P-SEOUL-01,F-2,주간,1L,1.35,2.2,178.2,407,23.5,52.9,합격
L00270,2026-04-06 07:26,P-SEOUL-01,F-2,주간,500mL,0.59,2.31,181.1,415,21.8,64.9,합격
L00271,2026-04-06 07:31,P-SEOUL-01,F-3,주간,500mL,-0.29,2.11,178.6,397,23.8,47.6,합격
L00272,2026-04-06 08:05,P-SEOUL-01,F-3,주간,500mL,-4.13,2.11,176.3,399,28.8,63.3,재검
L00273,2026-04-06 10:21,P-SEOUL-01,F-3,주간,1L,0.11,2.04,177.7,417,27.8,41.3,합격
L00274,2026-04-06 10:52,P-SEOUL-01,F-1,주간,1L,-1.29,1.45,178.8,402,21.6,59.8,재검
L00275,2026-04-06 11:00,P-SEOUL-01,F-2,주간,2L,-0.15,2.18,179.5,383,28.7,34.0,합격
L00276,2026-04-06 11:24,P-SEOUL-01,F-3,주간,500mL,-0.26,2.02,178.7,413,24.5,60.3,재검
L00277,2026-04-06 12:16,P-SEOUL-01,F-1,주간,500mL,-0.24,1.93,180.5,413,28.3,52.7,합격
L00278,2026-04-06 12:18,P-SEOUL-01,F-2,주간,500mL,-0.09,2.34,182.3,386,21.0,48.5,합격
L00279,2026-04-06 12:58,P-SEOUL-01,F-1,주간,2L,0.37,2.15,181.6,381,27.0,63.6,합격
L00280,2026-04-06 13:14,P-SEOUL-01,F-1,주간,2L,0.85,2.11,179.9,392,22.9,54.5,합격
L00281,2026-04-06 13:34,P-SEOUL-01,F-3,주간,2L,0.06,1.95,177.9,398,22.2,54.8,합격
L00282,2026-04-06 14:25,P-SEOUL-01,F-2,오후,500mL,0.67,2.19,176.9,412,17.9,54.3,합격
L00283,2026-04-06 14:58,P-SEOUL-01,F-1,오후,1L,0.43,1.98,181.0,410,25.1,48.1,합격
L00284,2026-04-06 16:03,P-SEOUL-01,F-2,오후,500mL,-1.83,2.18,181.5,408,23.4,57.0,합격
L00285,2026-04-06 16:20,P-SEOUL-01,F-2,오후,500mL,2.17,1.91,179.1,394,18.7,47.2,합격
L00286,2026-04-06 16:42,P-SEOUL-01,F-1,오후,2L,-0.34,,177.5,401,18.0,64.1,합격
L00287,2026-04-06 16:48,P-SEOUL-01,F-3,오후,500mL,0.39,1.97,179.5,418,24.8,48.5,합격
L00288,2026-04-06 17:14,P-SEOUL-01,F-3,오후,500mL,0.18,2.04,177.5,404,21.6,53.0,합격
L00289,2026-04-06 17:21,P-SEOUL-01,F-2,오후,500mL,0.17,2.11,183.9,394,23.1,44.1,합격
L00290,2026-04-06 17:27,P-SEOUL-01,F-3,오후,500mL,-0.25,2.02,176.0,385,21.1,44.3,합격
L00291,2026-04-06 17:49,P-SEOUL-01,F-1,오후,500mL,-0.44,2.23,181.2,408,29.2,51.5,합격
L00292,2026-04-06 18:35,P-SEOUL-01,F-1,오후,500mL,0.88,2.05,178.3,426,26.1,53.2,합격
L00293,2026-04-06 18:37,P-SEOUL-01,F-3,오후,500mL,-0.65,2.18,181.1,388,26.5,47.9,합격
L00294,2026-04-06 18:48,P-SEOUL-01,F-2,오후,500mL,-1.13,2.18,177.8,401,28.5,59.9,합격
L00295,2026-04-06 19:28,P-SEOUL-01,F-1,오후,1L,0.49,2.19,179.5,409,25.4,68.5,합격
L00296,2026-04-06 19:32,P-SEOUL-01,F-1,오후,500mL,0.25,,179.2,391,19.4,48.9,합격
L00297,2026-04-06 19:59,P-SEOUL-01,F-2,오후,500mL,0.7,2.14,183.0,403,27.8,,합격
L00298,2026-04-06 21:10,P-SEOUL-01,F-2,오후,1L,0.29,2.18,181.8,414,21.3,42.1,합격
L00299,2026-04-06 22:19,P-SEOUL-01,F-2,야간,1L,-0.6,,184.1,389,27.7,60.5,합격
L00300,2026-04-06 22:24,P-SEOUL-01,F-2,야간,500mL,-0.43,2.11,177.4,402,21.8,42.0,합격
L00301,2026-04-06 22:30,P-SEOUL-01,F-2,야간,1L,0.82,1.9,179.7,423,21.8,59.9,합격
L00302,2026-04-06 22:34,P-SEOUL-01,F-2,야간,1L,-1.65,2.13,179.0,424,27.0,59.2,합격
L00303,2026-04-06 22:43,P-SEOUL-01,F-2,야간,500mL,0.61,2.07,180.7,391,26.8,50.9,합격
L00304,2026-04-06 23:51,P-SEOUL-01,F-2,야간,1L,1.1,1.91,180.2,396,25.1,52.5,합격
L00305,2026-04-07 00:31,P-SEOUL-01,F-2,야간,500mL,0.07,2.03,181.5,405,26.7,64.6,합격
L00306,2026-04-07 01:03,P-SEOUL-01,F-3,야간,2L,0.41,2.14,177.2,372,19.5,54.3,합격
L00307,2026-04-07 01:34,P-SEOUL-01,F-1,야간,1L,0.22,1.92,183.1,398,24.4,,합격
L00308,2026-04-07 02:01,P-SEOUL-01,F-2,야간,1L,-0.09,1.83,180.4,401,18.4,52.1,합격
L00309,2026-04-07 02:50,P-SEOUL-01,F-2,야간,2L,-0.39,2.12,181.1,430,27.6,50.9,합격
L00310,2026-04-07 03:04,P-SEOUL-01,F-3,야간,1L,0.43,1.88,180.0,419,21.1,44.7,합격
L00311,2026-04-07 03:44,P-SEOUL-01,F-1,야간,1L,1.23,2.26,185.4,398,25.1,53.3,합격
L00312,2026-04-07 04:04,P-SEOUL-01,F-2,야간,2L,-0.72,2.28,182.0,390,27.6,47.4,합격
L00313,2026-04-07 04:34,P-SEOUL-01,F-1,야간,1L,-0.08,1.96,179.3,395,24.1,49.7,합격
L00314,2026-04-07 04:41,P-SEOUL-01,F-3,야간,1L,1.98,2.16,184.6,404,24.1,45.9,합격
L00315,2026-04-07 04:48,P-SEOUL-01,F-2,야간,500mL,-0.8,1.21,181.2,397,28.7,55.7,재검
L00316,2026-04-07 04:59,P-SEOUL-01,F-3,야간,500mL,-0.78,2.04,179.0,417,25.5,55.6,합격
L00317,2026-04-07 07:38,P-SEOUL-01,F-2,주간,1L,0.37,2.03,180.3,399,20.7,43.7,합격
L00318,2026-04-07 08:51,P-SEOUL-01,F-1,주간,500mL,0.26,2.09,181.0,402,20.6,52.3,합격
L00319,2026-04-07 09:05,P-SEOUL-01,F-3,주간,500mL,-0.75,2.06,177.7,393,26.0,54.8,합격
L00320,2026-04-07 09:51,P-SEOUL-01,F-1,주간,500mL,-0.04,2.38,180.5,397,25.3,58.5,합격
L00321,2026-04-07 09:54,P-SEOUL-01,F-1,주간,2L,-0.66,2.27,177.6,395,22.6,47.9,합격
L00322,2026-04-07 09:57,P-SEOUL-01,F-1,주간,1L,1.47,2.2,179.8,403,21.1,68.4,합격
L00323,2026-04-07 10:10,P-SEOUL-01,F-2,주간,500mL,0.8,2.09,178.7,414,25.4,52.3,합격
L00324,2026-04-07 10:12,P-SEOUL-01,F-1,주간,1L,0.25,2.29,180.5,406,26.3,42.4,합격
L00325,2026-04-07 10:27,P-SEOUL-01,F-3,주간,2L,-0.43,2.03,178.6,391,26.3,61.6,합격
L00326,2026-04-07 10:37,P-SEOUL-01,F-2,주간,500mL,-1.64,1.95,183.7,409,25.5,40.6,합격
L00327,2026-04-07 11:06,P-SEOUL-01,F-3,주간,500mL,0.25,2.25,180.3,387,20.7,65.3,합격
L00328,2026-04-07 11:21,P-SEOUL-01,F-2,주간,500mL,-0.33,1.99,182.1,392,20.8,44.6,합격
L00329,2026-04-07 12:10,P-SEOUL-01,F-1,주간,1L,-0.17,2.18,180.2,410,22.1,62.8,합격
L00330,2026-04-07 12:51,P-SEOUL-01,F-1,주간,500mL,-4.94,2.23,176.3,390,25.4,58.8,재검
L00331,2026-04-07 13:03,P-SEOUL-01,F-1,주간,2L,0.78,2.15,180.4,394,24.5,70.8,합격
L00332,2026-04-07 13:06,P-SEOUL-01,F-1,주간,2L,-1.71,2.17,176.7,422,27.2,51.9,합격
L00333,2026-04-07 13:12,P-SEOUL-01,F-1,주간,1L,0.43,2.11,177.5,404,29.9,66.7,합격
L00334,2026-04-07 13:14,P-SEOUL-01,F-1,주간,1L,0.94,2.24,179.2,389,25.0,57.2,합격
L00335,2026-04-07 13:38,P-SEOUL-01,F-1,주간,2L,-0.83,2.05,180.9,421,22.3,38.2,합격
L00336,2026-04-07 13:44,P-SEOUL-01,F-1,주간,1L,-0.75,2.35,178.5,408,21.6,58.2,합격
L00337,2026-04-07 13:49,P-SEOUL-01,F-1,주간,500mL,-0.24,2.24,179.2,410,17.7,60.7,합격
L00338,2026-04-07 14:18,P-SEOUL-01,F-3,오후,2L,0.34,2.19,181.9,416,26.0,63.5,합격
L00339,2026-04-07 14:35,P-SEOUL-01,F-2,오후,2L,0.55,,181.9,421,24.5,49.1,합격
L00340,2026-04-07 14:49,P-SEOUL-01,F-3,오후,1L,1.13,2.08,180.5,415,20.2,58.5,합격
L00341,2026-04-07 15:10,P-SEOUL-01,F-3,오후,500mL,0.42,2.11,178.9,407,25.0,52.3,합격
L00342,2026-04-07 15:15,P-SEOUL-01,F-2,오후,2L,-1.83,2.05,180.4,404,27.6,40.0,합격
L00343,2026-04-07 15:15,P-SEOUL-01,F-2,오후,1L,0.25,1.95,178.4,403,22.8,46.1,합격
L00344,2026-04-07 15:15,P-SEOUL-01,F-1,오후,1L,-0.91,2.09,178.4,381,26.5,,재검
L00345,2026-04-07 15:24,P-SEOUL-01,F-1,오후,500mL,-0.76,2.08,177.0,364,22.4,49.0,합격
L00346,2026-04-07 15:55,P-SEOUL-01,F-2,오후,500mL,-0.17,2.19,179.7,413,24.4,41.2,합격
L00347,2026-04-07 15:58,P-SEOUL-01,F-1,오후,1L,1.34,2.2,179.5,399,25.0,55.3,합격
L00348,2026-04-07 16:43,P-SEOUL-01,F-2,오후,2L,-1.28,2.14,178.4,393,21.3,44.1,합격
L00349,2026-04-07 17:01,P-SEOUL-01,F-3,오후,1L,0.47,1.93,180.1,394,26.7,72.0,합격
L00350,2026-04-07 17:09,P-SEOUL-01,F-1,오후,500mL,-0.0,1.91,178.9,412,28.0,55.4,합격
L00351,2026-04-07 17:11,P-SEOUL-01,F-1,오후,1L,-1.3,2.12,180.5,431,19.1,64.3,합격
L00352,2026-04-07 18:12,P-SEOUL-01,F-1,오후,2L,0.61,2.08,184.4,411,24.6,49.4,합격
L00353,2026-04-07 19:46,P-SEOUL-01,F-3,오후,2L,1.25,2.09,177.5,420,23.2,43.9,합격
L00354,2026-04-07 20:03,P-SEOUL-01,F-3,오후,500mL,-1.29,2.19,180.3,407,24.6,65.9,합격
L00355,2026-04-07 20:32,P-SEOUL-01,F-2,오후,1L,0.97,2.04,176.7,405,19.3,47.1,합격
L00356,2026-04-07 20:44,P-SEOUL-01,F-2,오후,500mL,-1.2,2.15,180.1,399,27.3,48.4,합격
L00357,2026-04-07 20:58,P-SEOUL-01,F-1,오후,500mL,-1.53,2.1,182.8,378,24.7,50.3,합격
L00358,2026-04-07 21:28,P-SEOUL-01,F-3,오후,2L,2.34,2.05,180.0,398,18.6,57.1,합격
L00359,2026-04-07 22:28,P-SEOUL-01,F-1,야간,500mL,0.41,1.97,180.4,408,23.4,53.2,합격
L00360,2026-04-07 22:59,P-SEOUL-01,F-2,야간,2L,-0.89,2.37,180.2,418,23.0,60.0,합격
L00361,2026-04-07 23:02,P-SEOUL-01,F-1,야간,2L,-2.04,1.95,182.9,412,24.3,55.5,합격
L00362,2026-04-07 23:12,P-SEOUL-01,F-1,야간,500mL,-0.68,2.09,180.4,383,22.0,52.8,합격
L00363,2026-04-07 23:16,P-SEOUL-01,F-1,야간,500mL,0.24,2.01,181.4,418,27.7,35.2,합격
L00364,2026-04-07 23:26,P-SEOUL-01,F-1,야간,1L,-1.14,1.87,180.1,397,27.2,44.5,합격
L00365,2026-04-08 00:05,P-SEOUL-01,F-3,야간,1L,1.62,2.04,180.9,417,28.5,43.9,합격
L00366,2026-04-08 00:11,P-SEOUL-01,F-2,야간,2L,1.83,1.83,181.0,395,25.6,33.4,합격
L00367,2026-04-08 00:14,P-SEOUL-01,F-1,야간,500mL,-0.53,1.85,178.9,397,18.4,66.7,합격
L00368,2026-04-08 00:51,P-SEOUL-01,F-2,야간,1L,1.01,1.88,176.5,410,22.7,41.6,합격
L00369,2026-04-08 01:11,P-SEOUL-01,F-1,야간,500mL,-2.25,1.9,179.8,400,27.6,57.0,합격
L00370,2026-04-08 01:14,P-SEOUL-01,F-2,야간,2L,1.23,2.09,177.0,408,21.7,46.7,합격
L00371,2026-04-08 02:44,P-SEOUL-01,F-1,야간,500mL,-0.1,2.01,180.6,385,29.2,66.9,합격
L00372,2026-04-08 03:49,P-SEOUL-01,F-2,야간,500mL,-0.41,2.07,179.6,396,28.1,61.8,합격
L00373,2026-04-08 03:56,P-SEOUL-01,F-3,야간,500mL,0.24,1.88,176.5,415,30.8,50.6,합격
L00374,2026-04-08 03:59,P-SEOUL-01,F-1,야간,1L,-0.08,1.85,175.5,424,25.4,56.5,합격
L00375,2026-04-08 04:17,P-SEOUL-01,F-2,야간,1L,-1.85,2.06,182.7,411,20.6,45.5,합격
L00376,2026-04-08 04:39,P-SEOUL-01,F-3,야간,500mL,-0.11,1.93,179.7,381,24.2,52.7,합격
L00377,2026-04-08 04:42,P-SEOUL-01,F-2,야간,500mL,-0.46,1.94,179.4,373,24.4,52.6,합격
L00378,2026-04-08 04:53,P-SEOUL-01,F-1,야간,500mL,-1.96,2.0,180.3,398,26.3,44.2,합격
L00379,2026-04-08 05:22,P-SEOUL-01,F-1,야간,1L,0.88,2.15,179.5,402,24.5,60.5,합격
L00380,2026-04-08 08:06,P-SEOUL-01,F-2,주간,2L,-1.43,1.95,180.4,384,22.6,43.2,합격
L00381,2026-04-08 08:35,P-SEOUL-01,F-3,주간,500mL,0.5,2.43,180.3,408,28.8,42.7,합격
L00382,2026-04-08 08:35,P-SEOUL-01,F-1,주간,2L,0.2,2.19,180.0,384,25.7,50.5,합격
L00383,2026-04-08 09:06,P-SEOUL-01,F-3,주간,500mL,0.64,2.0,177.4,415,34.1,54.8,합격
L00384,2026-04-08 09:09,P-SEOUL-01,F-3,주간,1L,-0.42,2.07,178.3,388,25.7,50.0,합격
L00385,2026-04-08 10:03,P-SEOUL-01,F-3,주간,500mL,5.27,2.25,176.1,411,26.0,50.6,재검
L00386,2026-04-08 10:45,P-SEOUL-01,F-2,주간,500mL,-1.39,2.2,179.0,406,22.3,52.2,합격
L00387,2026-04-08 12:05,P-SEOUL-01,F-2,주간,500mL,-0.26,1.95,176.0,413,18.9,54.6,합격
L00388,2026-04-08 12:54,P-SEOUL-01,F-3,주간,1L,0.12,2.2,180.0,415,25.9,59.5,합격
L00389,2026-04-08 13:04,P-SEOUL-01,F-1,주간,500mL,-2.21,1.99,179.9,389,23.5,51.7,합격
L00390,2026-04-08 13:35,P-SEOUL-01,F-2,주간,1L,-0.4,2.09,180.3,389,26.1,45.8,합격
L00391,2026-04-08 13:40,P-SEOUL-01,F-1,주간,500mL,-0.44,2.1,178.8,403,19.3,54.5,합격
L00392,2026-04-08 13:58,P-SEOUL-01,F-2,주간,2L,-0.36,2.18,178.5,396,24.7,57.1,합격
L00393,2026-04-08 14:42,P-SEOUL-01,F-1,오후,2L,0.5,2.11,181.2,408,19.0,51.8,합격
L00394,2026-04-08 15:16,P-SEOUL-01,F-1,오후,500mL,0.17,1.98,176.8,386,25.0,54.7,합격
L00395,2026-04-08 15:17,P-SEOUL-01,F-3,오후,1L,-0.23,2.25,178.8,413,22.8,43.6,합격
L00396,2026-04-08 15:35,P-SEOUL-01,F-1,오후,500mL,-0.76,2.16,182.1,405,21.3,,합격
L00397,2026-04-08 16:19,P-SEOUL-01,F-1,오후,500mL,-0.18,2.13,176.9,381,28.6,64.3,합격
L00398,2026-04-08 16:26,P-SEOUL-01,F-1,오후,1L,-0.6,1.93,181.5,378,21.0,57.7,합격
L00399,2026-04-08 16:48,P-SEOUL-01,F-2,오후,500mL,-1.14,1.99,179.6,401,24.1,54.2,합격
L00400,2026-04-08 16:53,P-SEOUL-01,F-2,오후,1L,-0.11,2.02,178.7,404,18.9,64.2,합격
L00401,2026-04-08 16:54,P-SEOUL-01,F-2,오후,2L,0.04,1.98,179.8,380,24.4,50.9,합격
L00402,2026-04-08 18:00,P-SEOUL-01,F-1,오후,500mL,-0.45,2.02,178.4,417,25.2,42.5,합격
L00403,2026-04-08 18:13,P-SEOUL-01,F-1,오후,500mL,-0.39,2.31,181.3,376,17.8,58.0,합격
L00404,2026-04-08 18:46,P-SEOUL-01,F-3,오후,500mL,0.24,2.14,176.3,389,21.1,68.7,합격
L00405,2026-04-08 19:17,P-SEOUL-01,F-2,오후,2L,0.59,2.16,179.5,376,22.1,48.1,합격
L00406,2026-04-08 20:41,P-SEOUL-01,F-3,오후,1L,-1.32,2.27,179.7,402,25.0,53.6,합격
L00407,2026-04-08 20:44,P-SEOUL-01,F-3,오후,2L,0.46,2.26,183.8,407,26.3,59.6,합격
L00408,2026-04-08 21:02,P-SEOUL-01,F-2,오후,2L,0.21,2.31,181.0,405,27.9,44.8,합격
L00409,2026-04-08 21:05,P-SEOUL-01,F-2,오후,1L,-1.26,2.11,177.2,404,22.4,56.7,합격
L00410,2026-04-08 22:07,P-SEOUL-01,F-2,야간,500mL,-0.2,2.1,179.7,386,23.9,69.2,합격
L00411,2026-04-08 22:37,P-SEOUL-01,F-3,야간,500mL,-1.88,1.94,179.5,407,23.6,40.6,합격
L00412,2026-04-08 23:15,P-SEOUL-01,F-1,야간,1L,-0.14,2.23,176.7,395,22.9,46.8,합격
L00413,2026-04-09 00:05,P-SEOUL-01,F-2,야간,1L,1.03,1.96,178.1,407,26.4,51.8,합격
L00414,2026-04-09 00:41,P-SEOUL-01,F-2,야간,500mL,1.38,1.53,178.5,419,26.9,58.2,재검
L00415,2026-04-09 00:52,P-SEOUL-01,F-2,야간,2L,1.32,1.94,180.6,402,25.6,55.1,합격
L00416,2026-04-09 02:07,P-SEOUL-01,F-1,야간,500mL,-0.58,1.94,179.7,397,28.8,56.7,합격
L00417,2026-04-09 02:38,P-SEOUL-01,F-3,야간,500mL,0.43,2.0,179.3,394,23.4,44.0,합격
L00418,2026-04-09 03:13,P-SEOUL-01,F-2,야간,500mL,0.83,1.9,182.8,401,26.2,49.4,합격
L00419,2026-04-09 03:21,P-SEOUL-01,F-2,야간,500mL,-0.96,2.02,178.4,403,24.3,57.9,합격
L00420,2026-04-09 03:26,P-SEOUL-01,F-3,야간,1L,0.66,2.17,182.9,403,32.0,46.8,합격
L00421,2026-04-09 03:40,P-SEOUL-01,F-2,야간,1L,-0.18,1.9,179.3,403,23.3,43.8,합격
L00422,2026-04-09 04:22,P-SEOUL-01,F-2,야간,500mL,1.03,2.08,179.4,409,27.7,60.7,합격
L00423,2026-04-09 04:47,P-SEOUL-01,F-3,야간,1L,-0.48,1.95,178.7,392,22.9,55.3,합격
L00424,2026-04-09 05:13,P-SEOUL-01,F-2,야간,1L,-0.13,1.95,177.7,395,20.4,44.4,합격
L00425,2026-04-09 06:03,P-SEOUL-01,F-3,주간,500mL,-0.11,2.09,180.1,410,20.9,49.5,합격
L00426,2026-04-09 06:40,P-SEOUL-01,F-2,주간,2L,-1.22,,181.4,397,30.8,53.9,합격
L00427,2026-04-09 06:49,P-SEOUL-01,F-3,주간,2L,0.02,2.09,181.1,412,21.2,62.6,합격
L00428,2026-04-09 07:23,P-SEOUL-01,F-2,주간,1L,-0.23,1.99,180.0,395,26.5,59.5,합격
L00429,2026-04-09 08:15,P-SEOUL-01,F-2,주간,500mL,0.17,2.31,181.3,399,27.1,48.0,합격
L00430,2026-04-09 08:50,P-SEOUL-01,F-2,주간,1L,-0.04,2.01,180.0,401,17.0,54.0,합격
L00431,2026-04-09 09:16,P-SEOUL-01,F-3,주간,1L,1.1,2.18,180.4,387,24.9,42.2,합격
L00432,2026-04-09 09:27,P-SEOUL-01,F-2,주간,500mL,-0.28,2.25,184.7,382,21.1,50.2,합격
L00433,2026-04-09 09:41,P-SEOUL-01,F-1,주간,500mL,-1.04,2.18,180.9,434,26.3,46.6,합격
L00434,2026-04-09 10:03,P-SEOUL-01,F-3,주간,500mL,0.53,1.8,180.3,391,19.8,52.3,합격
L00435,2026-04-09 10:37,P-SEOUL-01,F-2,주간,1L,0.07,1.99,184.4,409,23.9,53.1,합격
L00436,2026-04-09 11:11,P-SEOUL-01,F-3,주간,1L,-0.15,2.14,179.4,401,23.5,56.6,합격
L00437,2026-04-09 11:48,P-SEOUL-01,F-3,주간,2L,-0.04,2.19,180.0,383,24.9,54.6,합격
L00438,2026-04-09 14:32,P-SEOUL-01,F-2,오후,1L,-0.42,2.07,182.5,385,18.6,45.5,합격
L00439,2026-04-09 14:40,P-SEOUL-01,F-2,오후,500mL,-0.36,2.11,182.7,376,19.6,45.1,합격
L00440,2026-04-09 15:03,P-SEOUL-01,F-2,오후,1L,1.38,2.01,179.6,392,19.1,67.7,합격
L00441,2026-04-09 15:19,P-SEOUL-01,F-3,오후,1L,1.19,2.17,182.9,389,22.1,61.2,합격
L00442,2026-04-09 16:11,P-SEOUL-01,F-3,오후,500mL,0.11,2.2,178.8,397,21.7,58.6,합격
L00443,2026-04-09 16:18,P-SEOUL-01,F-2,오후,1L,2.58,2.46,183.1,385,20.1,40.1,합격
L00444,2026-04-09 16:19,P-SEOUL-01,F-2,오후,2L,-0.8,2.27,185.0,399,18.5,53.7,합격
L00445,2026-04-09 16:28,P-SEOUL-01,F-1,오후,500mL,-0.5,,180.2,389,26.7,48.1,합격
L00446,2026-04-09 16:35,P-SEOUL-01,F-3,오후,500mL,0.11,2.06,179.6,384,25.3,51.9,합격
L00447,2026-04-09 16:55,P-SEOUL-01,F-2,오후,500mL,0.79,2.21,181.2,382,26.1,74.5,합격
L00448,2026-04-09 17:13,P-SEOUL-01,F-1,오후,500mL,-0.2,2.1,179.3,400,21.9,48.2,합격
L00449,2026-04-09 18:27,P-SEOUL-01,F-2,오후,500mL,0.41,1.88,182.9,377,24.0,56.5,합격
L00450,2026-04-09 18:29,P-SEOUL-01,F-2,오후,500mL,1.41,2.32,176.5,395,22.7,41.8,합격
L00451,2026-04-09 19:42,P-SEOUL-01,F-1,오후,500mL,-0.46,2.02,181.0,396,24.2,37.0,합격
L00452,2026-04-09 19:52,P-SEOUL-01,F-2,오후,500mL,0.73,2.1,176.7,388,28.7,61.3,합격
L00453,2026-04-09 20:39,P-SEOUL-01,F-1,오후,1L,1.26,2.02,181.1,392,24.4,46.2,합격
L00454,2026-04-09 21:11,P-SEOUL-01,F-2,오후,500mL,1.32,2.05,179.8,396,22.4,40.1,합격
L00455,2026-04-09 22:43,P-SEOUL-01,F-3,야간,500mL,-0.51,1.98,180.9,380,25.4,56.0,합격
