cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-00214,2026-03-11 10:18,C라인,주간,3.717,4922.2,28.41,10.905,70.63,74.0,21.8,40.8,정우석,합격
CELL-00215,2026-03-11 12:43,C라인,주간,3.662,4847.7,25.5,10.706,71.17,72.0,24.9,51.3,정우석,합격
CELL-00216,2026-03-11 12:53,B라인,주간,3.667,4839.8,20.8,10.906,71.06,75.3,25.6,52.7,박정민,합격
CELL-00217,2026-03-11 13:03,A라인,주간,3.661,5188.7,22.22,11.202,70.6,72.9,20.7,36.4,한서린,합격
CELL-00218,2026-03-11 13:34,B라인,야간,3.684,4814.3,23.51,11.103,71.38,66.4,20.6,53.0,박정민,합격
CELL-00219,2026-03-11 14:37,B라인,주간,3.729,4868.7,26.57,10.938,70.98,75.0,24.6,33.9,김수현,합격
CELL-00220,2026-03-11 15:15,C라인,야간,3.7,4714.6,25.92,11.067,71.15,67.0,25.7,,정우석,합격
CELL-00221,2026-03-11 18:19,A라인,야간,3.72,4694.2,24.21,10.969,69.91,56.8,27.1,47.0,박정민,합격
CELL-00222,2026-03-11 18:33,C라인,주간,3.675,4866.2,27.47,11.094,69.58,69.9,23.6,50.5,박정민,합격
CELL-00223,2026-03-11 18:54,C라인,야간,3.712,5064.7,24.59,11.052,71.75,76.5,20.6,40.2,김수현,합격
CELL-00224,2026-03-11 18:57,B라인,야간,3.712,4877.1,24.06,10.982,69.58,63.9,21.7,47.9,김수현,합격
CELL-00225,2026-03-11 19:01,A라인,야간,3.573,4979.9,18.89,11.027,70.38,70.1,23.0,54.8,이하영,합격
CELL-00226,2026-03-11 20:33,A라인,주간,3.67,4932.6,22.05,10.835,68.77,72.4,23.6,50.8,김수현,합격
CELL-00227,2026-03-11 20:43,B라인,주간,3.679,4759.0,18.7,10.699,71.5,79.7,27.4,34.9,한서린,합격
CELL-00228,2026-03-11 21:22,A라인,주간,3.672,5148.2,20.79,10.664,71.87,61.9,20.9,42.2,이하영,합격
CELL-00229,2026-03-11 21:26,C라인,주간,3.659,5118.7,26.85,10.951,70.86,65.0,25.1,62.8,박정민,합격
CELL-00230,2026-03-11 21:36,A라인,주간,3.682,5038.7,21.44,11.092,68.92,74.7,23.6,50.9,이하영,합격
CELL-00231,2026-03-11 21:37,B라인,주간,3.669,4639.0,20.4,11.003,70.14,60.6,24.5,42.3,이하영,합격
CELL-00232,2026-03-12 00:12,A라인,주간,3.691,4987.7,23.03,10.97,69.14,59.0,27.6,41.0,한서린,합격
CELL-00233,2026-03-12 01:12,B라인,주간,3.721,4786.5,17.78,10.807,68.9,67.8,25.0,38.1,정우석,합격
CELL-00234,2026-03-12 01:37,A라인,야간,3.757,4935.5,17.5,11.085,70.08,74.7,21.9,51.6,이하영,합격
CELL-00235,2026-03-12 04:06,C라인,주간,3.677,4991.9,20.81,11.007,70.03,74.1,24.0,37.9,이하영,합격
CELL-00236,2026-03-12 04:20,C라인,야간,3.735,4937.8,21.85,11.201,70.63,73.0,23.7,,정우석,합격
CELL-00237,2026-03-12 04:28,A라인,야간,3.756,4980.5,22.93,11.267,71.4,65.2,23.1,41.4,박정민,합격
CELL-00238,2026-03-12 04:55,C라인,야간,3.688,4970.0,20.42,11.519,70.47,73.0,17.9,62.9,김수현,합격
CELL-00239,2026-03-12 06:49,C라인,주간,3.68,4970.6,21.55,11.223,69.89,66.6,21.8,49.1,한서린,합격
CELL-00240,2026-03-12 07:49,A라인,야간,3.679,5221.4,26.55,11.268,70.43,72.1,23.2,,한서린,합격
CELL-00241,2026-03-12 08:21,A라인,주간,3.706,4903.6,26.44,10.766,69.3,74.5,26.7,48.7,이하영,합격
CELL-00242,2026-03-12 09:21,A라인,야간,3.675,4788.1,25.94,10.677,70.52,65.7,20.5,37.2,박정민,합격
CELL-00243,2026-03-12 10:36,B라인,주간,3.655,4877.0,21.42,11.171,70.54,80.7,29.7,39.8,한서린,합격
CELL-00244,2026-03-12 12:28,C라인,야간,3.65,4962.6,23.44,10.9,69.68,69.5,24.7,43.2,이하영,합격
CELL-00245,2026-03-12 13:48,A라인,주간,3.674,4998.6,22.6,10.809,69.86,70.1,30.1,35.0,박정민,합격
CELL-00246,2026-03-12 17:47,A라인,주간,3.75,4979.9,29.27,10.991,70.07,63.4,24.6,43.5,박정민,합격
CELL-00247,2026-03-12 19:02,C라인,주간,3.676,4766.6,23.08,11.147,69.09,64.9,21.1,47.7,박정민,합격
CELL-00248,2026-03-12 21:41,C라인,주간,3.621,4966.7,22.04,10.852,70.64,63.4,23.5,38.9,김수현,합격
CELL-00249,2026-03-12 21:55,A라인,야간,3.691,5228.1,15.69,10.852,70.58,67.6,21.2,59.3,정우석,합격
CELL-00250,2026-03-12 22:32,A라인,주간,3.755,5034.7,25.3,10.946,70.32,69.8,25.2,41.2,정우석,합격
CELL-00251,2026-03-12 23:00,A라인,주간,3.679,4877.6,25.69,11.128,70.47,70.2,25.1,34.0,한서린,합격
CELL-00252,2026-03-12 23:02,C라인,야간,3.657,5205.0,21.4,10.662,70.45,62.6,21.1,43.6,정우석,합격
CELL-00253,2026-03-12 23:04,B라인,야간,3.677,4783.3,21.06,11.019,69.54,70.8,25.3,48.6,이하영,합격
CELL-00254,2026-03-13 00:04,A라인,주간,3.797,4940.7,18.83,11.049,71.47,77.7,24.9,36.7,한서린,합격
CELL-00255,2026-03-13 00:40,B라인,야간,3.636,4668.7,23.89,10.823,70.78,63.7,24.0,41.7,한서린,합격
CELL-00256,2026-03-13 01:13,C라인,주간,3.705,4860.5,24.45,10.969,70.09,67.1,23.3,38.5,이하영,합격
CELL-00257,2026-03-13 01:20,B라인,주간,3.691,5086.4,18.74,10.717,70.89,80.1,24.5,36.3,정우석,합격
CELL-00258,2026-03-13 02:20,A라인,야간,3.744,4778.6,22.69,10.978,70.88,67.1,25.3,48.5,이하영,합격
CELL-00259,2026-03-13 03:02,C라인,주간,3.684,5100.9,28.67,10.924,69.4,76.4,23.0,51.0,김수현,합격
CELL-00260,2026-03-13 04:41,B라인,야간,3.706,5101.4,18.05,10.912,69.86,60.0,19.4,44.0,박정민,합격
CELL-00261,2026-03-13 05:15,A라인,주간,3.686,4881.5,22.71,11.168,71.58,72.4,24.1,52.9,이하영,합격
CELL-00262,2026-03-13 07:01,B라인,야간,3.683,4941.4,19.67,11.054,67.32,63.0,23.3,54.3,정우석,합격
CELL-00263,2026-03-13 08:44,C라인,야간,3.684,4897.0,18.94,11.202,71.28,80.9,24.1,47.2,정우석,합격
CELL-00264,2026-03-13 09:32,A라인,야간,3.683,5014.7,19.86,11.159,71.76,71.1,18.9,37.2,이하영,합격
CELL-00265,2026-03-13 09:38,C라인,야간,3.656,4940.1,28.22,10.776,69.58,75.7,23.4,34.3,정우석,합격
CELL-00266,2026-03-13 12:16,C라인,주간,3.671,5042.2,25.63,11.139,69.85,78.3,20.3,,한서린,불합격
CELL-00267,2026-03-13 13:22,B라인,주간,3.683,4690.4,15.0,11.089,69.92,71.4,23.6,44.7,한서린,합격
CELL-00268,2026-03-13 16:34,A라인,주간,3.676,4881.8,21.87,11.293,68.4,65.6,23.5,45.0,한서린,합격
CELL-00269,2026-03-13 17:25,C라인,주간,3.682,4987.4,20.07,11.076,71.28,69.8,24.3,49.2,이하영,합격
CELL-00270,2026-03-13 18:10,C라인,주간,3.737,4907.4,17.61,10.728,69.02,84.9,24.1,48.5,박정민,합격
CELL-00271,2026-03-13 19:31,A라인,주간,3.668,4604.7,25.15,11.077,70.42,73.9,25.4,53.5,박정민,합격
CELL-00272,2026-03-13 21:06,B라인,야간,3.729,4822.9,19.72,11.295,69.8,70.2,25.1,55.8,정우석,합격
CELL-00273,2026-03-13 21:34,A라인,주간,3.65,5035.0,22.35,10.92,69.02,71.4,23.5,42.6,이하영,합격
CELL-00274,2026-03-13 23:25,A라인,야간,3.693,4619.7,27.45,10.847,69.74,84.1,22.0,,한서린,불합격
CELL-00275,2026-03-14 00:28,A라인,야간,3.693,4803.8,26.35,10.863,70.43,68.3,21.7,36.8,박정민,합격
CELL-00276,2026-03-14 00:42,B라인,야간,3.695,4796.6,24.37,10.963,69.15,72.1,24.8,41.2,박정민,합격
CELL-00277,2026-03-14 03:01,A라인,주간,3.683,4888.7,24.59,11.126,71.23,60.9,28.9,53.8,이하영,합격
CELL-00278,2026-03-14 04:23,C라인,주간,3.685,4828.8,19.83,10.833,69.07,71.1,25.2,45.7,박정민,합격
CELL-00279,2026-03-14 04:31,B라인,주간,3.621,5042.2,13.73,10.738,70.14,71.0,22.2,35.9,한서린,합격
CELL-00280,2026-03-14 05:33,C라인,야간,3.699,5093.0,15.8,11.309,70.95,63.4,20.2,48.0,한서린,합격
CELL-00281,2026-03-14 05:59,C라인,주간,3.68,4986.8,24.91,10.745,69.95,62.7,28.1,35.6,이하영,합격
CELL-00282,2026-03-14 06:33,A라인,주간,3.681,4889.4,20.19,11.031,71.21,79.9,23.8,47.8,정우석,합격
CELL-00283,2026-03-14 08:18,B라인,야간,3.661,4854.6,21.05,10.969,70.43,71.7,27.2,39.7,이하영,합격
CELL-00284,2026-03-14 09:06,B라인,주간,3.628,4847.4,30.32,10.833,71.75,68.8,22.6,35.8,정우석,합격
CELL-00285,2026-03-14 09:07,B라인,주간,3.689,4593.2,26.29,11.217,69.83,66.6,27.7,41.4,정우석,불합격
CELL-00286,2026-03-14 09:15,A라인,주간,3.691,4904.7,25.14,11.414,70.83,68.1,22.9,46.9,이하영,불합격
CELL-00287,2026-03-14 09:37,A라인,야간,3.697,4760.2,16.86,10.68,69.6,65.9,19.0,54.2,이하영,합격
CELL-00288,2026-03-14 10:24,A라인,주간,3.655,4857.4,19.22,11.06,70.84,82.2,23.9,42.8,이하영,합격
CELL-00289,2026-03-14 11:06,B라인,주간,3.619,4994.8,27.12,11.35,70.41,75.0,21.9,40.5,이하영,합격
CELL-00290,2026-03-14 12:02,A라인,주간,3.692,5071.5,25.92,10.998,69.43,79.2,22.5,29.8,김수현,합격
CELL-00291,2026-03-14 12:49,A라인,주간,3.68,4980.4,18.89,11.022,69.97,70.7,25.4,35.2,박정민,합격
CELL-00292,2026-03-14 13:07,B라인,주간,3.687,4732.8,20.17,11.196,70.78,64.0,26.5,38.6,이하영,합격
CELL-00293,2026-03-14 13:20,A라인,주간,3.649,4831.7,23.92,10.988,70.5,59.5,20.8,53.8,김수현,합격
CELL-00294,2026-03-14 14:50,B라인,야간,3.714,4826.0,16.31,11.192,69.54,80.9,28.3,40.6,이하영,합격
CELL-00295,2026-03-14 15:55,B라인,주간,3.629,4923.4,14.42,11.256,70.74,59.6,27.9,53.2,김수현,합격
CELL-00296,2026-03-14 18:13,C라인,야간,3.706,4915.0,24.79,11.197,69.78,58.0,23.9,44.7,이하영,합격
CELL-00297,2026-03-14 19:18,B라인,야간,3.693,5044.8,23.81,11.134,70.5,69.1,25.9,46.0,이하영,합격
CELL-00298,2026-03-14 20:55,B라인,야간,3.686,4779.0,19.66,11.022,69.85,70.9,22.7,23.6,한서린,합격
CELL-00299,2026-03-14 22:17,A라인,주간,3.671,4937.6,22.81,11.202,70.18,70.8,24.9,44.8,이하영,합격
CELL-00300,2026-03-14 22:23,B라인,야간,3.603,4734.8,13.26,10.996,69.85,64.1,20.5,,김수현,합격
CELL-00301,2026-03-14 22:52,B라인,주간,3.696,4765.2,26.53,10.976,69.48,69.6,20.1,52.3,한서린,합격
CELL-00302,2026-03-14 23:15,C라인,주간,3.737,5134.8,24.49,10.892,69.55,76.7,25.9,34.9,한서린,합격
CELL-00303,2026-03-15 01:14,A라인,주간,3.734,4860.1,21.83,10.976,69.77,75.8,23.6,48.8,김수현,합격
CELL-00304,2026-03-15 01:29,C라인,야간,3.714,5016.2,28.94,11.246,69.81,66.0,25.4,49.0,박정민,합격
CELL-00305,2026-03-15 02:01,A라인,주간,3.63,4966.5,25.85,10.921,68.49,61.9,28.8,43.0,이하영,합격
CELL-00306,2026-03-15 05:23,A라인,주간,3.685,4910.4,29.79,10.985,71.12,66.2,24.4,41.3,정우석,합격
CELL-00307,2026-03-15 06:34,B라인,야간,3.626,4915.7,20.12,11.071,70.16,71.6,24.5,,정우석,합격
CELL-00308,2026-03-15 07:35,A라인,주간,3.721,4801.1,20.4,10.932,69.62,73.2,26.1,40.3,이하영,합격
CELL-00309,2026-03-15 07:58,B라인,야간,3.669,4974.8,23.48,11.005,71.43,69.6,22.8,58.8,한서린,합격
CELL-00310,2026-03-15 08:06,A라인,야간,3.729,4861.8,23.36,11.016,70.8,67.9,22.0,37.0,정우석,합격
CELL-00311,2026-03-15 08:49,C라인,주간,3.728,4811.0,25.09,11.18,71.72,77.4,21.9,43.7,이하영,합격
CELL-00312,2026-03-15 09:14,B라인,야간,3.658,4996.4,18.13,11.079,68.83,76.3,,46.2,김수현,합격
CELL-00313,2026-03-15 09:33,A라인,야간,3.68,5096.9,19.56,11.131,69.97,70.7,20.4,23.4,김수현,합격
CELL-00314,2026-03-15 11:24,B라인,주간,3.702,4952.8,25.35,11.022,69.75,75.4,,50.5,박정민,합격
CELL-00315,2026-03-15 12:45,A라인,야간,3.657,4790.8,15.86,10.758,70.09,91.2,18.2,42.5,이하영,합격
CELL-00316,2026-03-15 14:35,B라인,주간,3.717,4997.5,21.42,10.696,71.37,72.4,21.5,39.0,한서린,합격
CELL-00317,2026-03-15 16:48,C라인,야간,3.708,4821.5,22.17,11.015,70.22,76.4,23.5,37.6,정우석,합격
CELL-00318,2026-03-15 17:51,A라인,야간,3.682,4848.4,19.48,10.907,70.58,78.6,23.6,55.9,한서린,합격
CELL-00319,2026-03-15 19:02,B라인,주간,3.607,4838.2,22.09,11.251,69.25,70.1,23.3,,박정민,합격
CELL-00320,2026-03-15 19:06,B라인,야간,3.674,4668.7,20.28,11.311,70.9,74.2,22.3,51.7,김수현,합격
CELL-00321,2026-03-15 19:19,C라인,주간,3.735,4919.0,25.24,11.007,69.91,60.6,26.1,50.8,정우석,합격
CELL-00322,2026-03-15 19:36,A라인,주간,3.684,4996.4,17.01,10.605,71.34,72.6,24.9,39.5,이하영,합격
CELL-00323,2026-03-15 19:55,B라인,주간,3.695,4824.8,11.1,10.994,70.88,71.8,20.6,48.3,이하영,합격
CELL-00324,2026-03-15 21:13,A라인,주간,3.757,4953.8,24.81,11.082,72.87,77.0,24.5,40.1,박정민,합격
CELL-00325,2026-03-15 21:51,A라인,주간,3.674,4631.1,20.3,10.498,69.48,68.0,25.7,39.4,정우석,불합격
CELL-00326,2026-03-15 22:17,A라인,주간,3.75,4994.7,28.5,10.987,70.73,84.3,21.8,40.7,박정민,합격
CELL-00327,2026-03-16 01:21,A라인,주간,3.634,4707.2,23.48,11.014,69.97,59.8,24.8,51.3,박정민,합격
CELL-00328,2026-03-16 01:50,A라인,주간,3.763,4801.2,23.34,10.892,70.35,82.9,26.8,42.9,한서린,합격
CELL-00329,2026-03-16 03:41,B라인,야간,3.675,4794.1,21.39,11.261,69.16,70.8,21.9,44.9,이하영,합격
CELL-00330,2026-03-16 03:55,C라인,주간,3.631,4778.1,30.02,10.584,70.19,71.1,26.0,39.2,박정민,불합격
CELL-00331,2026-03-16 05:35,A라인,주간,3.679,5015.8,24.76,10.956,68.81,56.2,24.3,39.6,박정민,합격
CELL-00332,2026-03-16 06:33,A라인,주간,3.641,5132.9,16.47,10.944,68.71,71.4,24.4,46.4,한서린,합격
CELL-00333,2026-03-16 06:40,A라인,야간,3.678,5024.8,19.2,10.68,70.76,74.8,21.6,,김수현,합격
CELL-00334,2026-03-16 07:30,B라인,주간,3.625,4732.3,23.36,10.791,69.93,72.0,22.8,38.9,한서린,합격
CELL-00335,2026-03-16 08:42,B라인,주간,3.66,4882.2,16.53,10.798,70.57,74.8,25.4,42.7,이하영,합격
CELL-00336,2026-03-16 09:26,B라인,야간,3.704,4808.8,15.49,10.979,69.87,74.1,23.6,47.1,이하영,합격
CELL-00337,2026-03-16 11:16,B라인,야간,3.696,4980.2,20.08,11.118,70.37,70.2,24.4,56.7,정우석,합격
CELL-00338,2026-03-16 12:25,A라인,야간,3.649,4893.0,24.16,10.966,69.2,78.1,23.0,37.4,한서린,합격
CELL-00339,2026-03-16 13:02,C라인,주간,3.658,4905.0,21.6,10.906,70.44,77.8,22.7,36.6,김수현,합격
CELL-00340,2026-03-16 13:11,A라인,야간,3.692,5011.2,27.01,10.644,71.72,62.7,25.1,41.9,박정민,합격
CELL-00341,2026-03-16 13:34,B라인,야간,3.605,4933.7,24.56,10.779,71.33,74.7,23.5,26.9,박정민,합격
CELL-00342,2026-03-16 14:57,C라인,주간,3.608,4805.9,18.58,11.156,68.59,68.9,20.6,37.4,박정민,합격
CELL-00343,2026-03-16 15:19,A라인,주간,3.695,4898.2,24.91,10.784,68.9,76.4,23.1,47.3,김수현,합격
CELL-00344,2026-03-16 19:01,C라인,야간,3.634,4969.1,22.29,11.123,69.94,57.3,22.0,48.8,박정민,합격
CELL-00345,2026-03-16 20:39,B라인,야간,3.637,4698.8,21.13,11.026,71.5,74.4,22.6,44.5,한서린,합격
CELL-00346,2026-03-16 22:06,A라인,주간,3.638,4983.6,24.18,10.887,71.61,75.7,21.3,37.0,박정민,합격
CELL-00347,2026-03-17 00:16,A라인,야간,3.692,5056.8,26.1,10.928,71.33,70.9,24.3,30.2,이하영,합격
CELL-00348,2026-03-17 00:17,A라인,주간,3.668,5007.3,22.46,10.913,69.08,70.6,25.9,44.6,박정민,합격
CELL-00349,2026-03-17 03:31,C라인,주간,3.648,5059.2,22.18,11.272,70.41,74.4,25.7,44.5,김수현,합격
CELL-00350,2026-03-17 03:48,A라인,야간,3.722,4903.5,24.75,10.822,69.12,77.1,19.3,,한서린,합격
CELL-00351,2026-03-17 04:00,A라인,야간,3.72,4759.5,21.23,11.205,70.74,91.3,24.8,,박정민,합격
CELL-00352,2026-03-17 04:02,B라인,주간,3.691,4758.2,23.68,11.269,71.17,73.5,21.9,40.6,이하영,합격
CELL-00353,2026-03-17 05:28,B라인,주간,3.64,5068.6,20.78,11.053,69.42,76.1,25.0,47.2,정우석,합격
CELL-00354,2026-03-17 06:41,C라인,주간,3.682,5050.1,26.89,11.087,70.81,79.5,24.9,53.6,한서린,합격
CELL-00355,2026-03-17 07:32,B라인,야간,3.649,4891.0,15.96,10.879,69.74,78.8,24.1,40.1,김수현,합격
CELL-00356,2026-03-17 08:24,B라인,야간,3.604,4704.7,15.4,11.373,69.5,68.9,21.5,42.4,한서린,합격
CELL-00357,2026-03-17 09:09,A라인,야간,3.696,4966.4,24.32,11.144,70.18,72.4,20.8,45.1,정우석,합격
CELL-00358,2026-03-17 09:27,C라인,야간,3.688,4822.5,21.14,10.775,71.14,,21.3,40.9,정우석,합격
CELL-00359,2026-03-17 09:36,C라인,주간,3.725,5061.3,15.94,11.224,69.67,68.5,25.5,45.3,김수현,합격
CELL-00360,2026-03-17 09:51,B라인,야간,3.621,4878.5,22.36,11.174,69.59,73.3,26.4,51.0,이하영,합격
CELL-00361,2026-03-17 11:06,A라인,주간,3.687,4820.2,21.56,11.234,70.08,73.3,22.1,54.5,김수현,합격
CELL-00362,2026-03-17 11:10,A라인,주간,3.724,4993.3,20.67,11.384,69.95,69.6,24.4,46.2,김수현,합격
CELL-00363,2026-03-17 12:35,C라인,야간,3.661,4807.3,29.5,10.985,69.89,72.2,26.4,54.4,이하영,불합격
CELL-00364,2026-03-17 12:46,A라인,주간,3.633,5223.4,22.15,11.443,71.09,68.8,22.0,39.1,박정민,합격
CELL-00365,2026-03-17 15:12,A라인,야간,3.619,4829.4,23.77,10.939,72.27,60.6,20.6,41.4,이하영,합격
CELL-00366,2026-03-17 15:26,B라인,야간,3.594,5088.8,22.51,10.997,69.93,73.8,21.0,59.8,이하영,합격
CELL-00367,2026-03-17 15:28,A라인,야간,3.608,5003.1,22.82,10.94,68.84,71.4,21.6,29.2,이하영,합격
CELL-00368,2026-03-17 17:34,B라인,야간,3.713,4901.2,25.45,11.223,70.23,73.3,23.7,57.5,한서린,불합격
CELL-00369,2026-03-17 18:14,C라인,주간,3.769,4913.2,18.86,10.947,71.34,70.5,25.2,53.0,한서린,합격
CELL-00370,2026-03-17 18:16,A라인,야간,3.689,4566.9,23.86,11.162,70.68,91.0,26.1,52.2,김수현,불합격
CELL-00371,2026-03-17 19:55,B라인,주간,3.657,4755.5,18.97,11.026,71.49,71.2,26.9,38.9,김수현,합격
CELL-00372,2026-03-17 20:40,C라인,주간,3.7,5241.9,19.66,11.28,71.27,82.0,25.2,56.5,김수현,합격
CELL-00373,2026-03-17 21:20,A라인,주간,3.699,4794.0,21.02,10.771,70.21,77.6,23.5,39.8,정우석,합격
CELL-00374,2026-03-17 22:53,B라인,주간,3.654,4855.9,24.59,10.621,68.96,62.7,27.1,54.5,김수현,합격
CELL-00375,2026-03-17 23:47,C라인,주간,3.634,4776.7,21.28,10.783,69.85,68.9,24.0,52.2,한서린,불합격
CELL-00376,2026-03-18 00:16,A라인,주간,3.645,4949.6,21.77,11.088,69.52,69.7,28.6,53.3,정우석,합격
CELL-00377,2026-03-18 04:04,A라인,야간,3.696,4722.4,22.13,10.827,68.39,66.6,20.5,37.8,김수현,합격
CELL-00378,2026-03-18 05:07,A라인,주간,3.699,4961.7,24.08,10.785,70.1,73.2,26.3,50.0,이하영,합격
CELL-00379,2026-03-18 06:49,C라인,주간,3.646,4930.6,24.0,11.052,69.2,69.7,26.0,47.6,박정민,합격
CELL-00380,2026-03-18 07:09,B라인,야간,3.717,4935.8,24.07,11.264,69.86,84.0,22.7,57.5,김수현,합격
CELL-00381,2026-03-18 07:20,C라인,주간,3.733,5085.7,25.78,11.444,70.28,85.4,22.4,43.8,김수현,합격
CELL-00382,2026-03-18 08:16,A라인,주간,3.626,4896.8,26.89,11.223,71.86,62.5,24.0,45.8,김수현,합격
CELL-00383,2026-03-18 09:48,C라인,주간,3.616,4818.4,27.32,11.079,69.37,73.8,23.3,,정우석,합격
CELL-00384,2026-03-18 10:02,A라인,야간,3.714,4927.2,21.15,10.995,71.77,65.8,,,한서린,합격
CELL-00385,2026-03-18 10:16,C라인,주간,3.627,4980.2,24.09,11.126,69.08,61.0,24.4,36.1,김수현,합격
CELL-00386,2026-03-18 10:41,A라인,주간,3.692,4923.1,23.66,10.85,69.27,64.2,23.9,58.4,정우석,합격
CELL-00387,2026-03-18 17:01,C라인,주간,3.671,4960.5,15.01,11.146,70.49,59.2,25.2,35.6,정우석,합격
CELL-00388,2026-03-18 17:45,C라인,주간,3.676,4877.6,22.95,11.095,69.59,73.1,25.8,40.5,정우석,합격
CELL-00389,2026-03-18 17:55,B라인,주간,3.675,4865.7,21.96,11.232,68.91,72.6,25.3,53.7,김수현,불합격
CELL-00390,2026-03-18 18:08,B라인,주간,3.668,4608.6,24.81,11.229,70.9,64.0,22.3,46.8,김수현,불합격
CELL-00391,2026-03-18 18:32,A라인,야간,3.665,4991.0,18.96,10.994,71.16,77.2,20.3,31.7,이하영,합격
CELL-00392,2026-03-18 21:56,A라인,야간,3.669,4868.4,19.5,11.16,69.92,67.5,21.6,30.7,김수현,합격
CELL-00393,2026-03-18 22:01,A라인,야간,3.691,5034.1,18.29,11.201,70.35,71.5,24.1,45.0,한서린,합격
CELL-00394,2026-03-18 23:02,A라인,야간,3.706,4752.4,19.81,10.965,68.42,69.2,19.9,42.0,한서린,합격
CELL-00395,2026-03-18 23:17,C라인,야간,3.608,4913.7,17.4,10.972,69.31,75.0,23.1,52.8,정우석,합격
CELL-00396,2026-03-18 23:36,C라인,주간,3.659,4940.4,21.69,10.801,69.93,85.9,29.0,46.6,정우석,합격
CELL-00397,2026-03-19 01:44,B라인,야간,3.643,4754.8,22.8,11.186,70.48,66.2,24.9,42.3,정우석,합격
CELL-00398,2026-03-19 02:01,C라인,주간,3.659,4826.8,23.63,11.273,72.17,73.1,23.2,38.3,정우석,합격
CELL-00399,2026-03-19 04:02,B라인,주간,3.752,4734.4,15.02,11.206,69.18,82.9,28.4,55.5,정우석,합격
CELL-00400,2026-03-19 04:50,C라인,주간,3.616,4856.9,19.99,10.993,69.91,63.7,27.4,32.4,이하영,합격
CELL-00401,2026-03-19 08:36,B라인,주간,3.656,4908.7,26.83,11.203,69.46,73.6,24.0,43.3,한서린,불합격
CELL-00402,2026-03-19 09:43,C라인,야간,3.684,4838.8,22.32,11.366,70.77,63.1,25.6,39.1,이하영,합격
CELL-00403,2026-03-19 12:51,C라인,야간,3.667,4951.7,23.44,11.063,70.98,70.4,24.5,50.9,박정민,합격
CELL-00404,2026-03-19 14:27,A라인,야간,3.726,4928.7,25.49,10.789,69.64,70.3,16.6,46.9,이하영,합격
CELL-00405,2026-03-19 14:29,B라인,야간,3.739,4871.8,20.88,10.929,69.03,62.4,25.0,42.2,박정민,합격
CELL-00406,2026-03-19 14:45,A라인,주간,3.65,4786.8,22.09,10.689,70.13,75.4,25.5,29.7,이하영,합격
CELL-00407,2026-03-19 15:23,B라인,야간,3.659,5122.2,21.22,11.195,67.25,76.3,21.8,25.4,정우석,합격
CELL-00408,2026-03-19 16:37,A라인,주간,3.676,4891.1,22.95,11.157,68.56,61.7,22.7,53.4,이하영,합격
CELL-00409,2026-03-19 16:38,C라인,주간,3.688,4924.1,27.2,10.802,69.86,59.3,23.9,57.0,이하영,합격
CELL-00410,2026-03-19 17:51,C라인,야간,3.628,4933.3,25.86,11.332,70.77,80.4,19.4,42.6,김수현,불합격
CELL-00411,2026-03-19 19:07,A라인,주간,3.651,4911.9,25.05,11.022,70.42,65.4,27.6,32.1,정우석,합격
CELL-00412,2026-03-19 19:38,A라인,주간,3.679,4896.0,20.13,10.563,70.03,75.4,21.9,42.7,한서린,합격
CELL-00413,2026-03-19 20:46,A라인,주간,3.709,5100.7,19.18,10.766,69.9,64.7,22.4,53.8,이하영,합격
CELL-00414,2026-03-19 21:03,B라인,주간,3.703,4955.2,23.1,11.03,69.7,68.7,25.8,29.8,정우석,합격
CELL-00415,2026-03-19 22:04,B라인,주간,3.678,4946.7,26.85,11.213,69.72,64.4,21.8,44.4,박정민,합격
CELL-00416,2026-03-19 23:43,A라인,주간,3.673,5107.2,21.29,10.976,71.14,75.4,27.1,54.4,박정민,합격
CELL-00417,2026-03-19 23:55,B라인,주간,3.623,4795.9,19.85,10.947,69.31,69.8,23.5,45.7,박정민,합격
CELL-00418,2026-03-20 00:07,A라인,주간,3.613,5058.2,23.98,10.629,70.28,74.9,26.0,35.5,이하영,합격
CELL-00419,2026-03-20 00:46,C라인,야간,3.654,4899.1,23.12,11.069,69.17,84.3,24.0,43.6,김수현,합격
CELL-00420,2026-03-20 00:51,A라인,야간,3.672,4768.2,23.86,11.02,70.89,73.2,26.6,26.9,정우석,합격
CELL-00421,2026-03-20 03:08,A라인,야간,3.731,4944.8,20.04,10.818,70.45,70.4,20.7,49.2,김수현,합격
